base_date,market,period,direction,rank,ticker,name,start_date,start_close,end_close,stock_ret,market_ret,excess_ret,market_cap,trading_value
2026-09-07,KOSDAQ,1d,up,1,060310,3S,2026-09-07,2000.0,2200.0,10.000000000000009,-2.0000000000000018,12.00000000000001,100000000000.0,200000000.0
2026-09-07,KOSDAQ,1d,up,2,900250,크리스탈신소재,2026-09-07,3000.0,3030.0,1.0000000000000009,-2.0000000000000018,3.0000000000000027,10000000000.0,3000000.0
2026-09-07,KOSDAQ,1d,up,3,054620,APS,2026-09-07,5000.0,4750.0,-5.000000000000004,-2.0000000000000018,-3.0000000000000027,200000000000.0,200000000.0
2026-09-07,KOSDAQ,1d,down,1,054620,APS,2026-09-07,5000.0,4750.0,-5.000000000000004,-2.0000000000000018,-3.0000000000000027,200000000000.0,200000000.0
2026-09-07,KOSDAQ,1d,down,2,900250,크리스탈신소재,2026-09-07,3000.0,3030.0,1.0000000000000009,-2.0000000000000018,3.0000000000000027,10000000000.0,3000000.0
2026-09-07,KOSDAQ,1d,down,3,060310,3S,2026-09-07,2000.0,2200.0,10.000000000000009,-2.0000000000000018,12.00000000000001,100000000000.0,200000000.0
2026-09-07,KOSDAQ,1w,up,1,060310,3S,2026-08-31,2000.0,2200.0,10.000000000000009,-2.0000000000000018,12.00000000000001,100000000000.0,200000000.0
2026-09-07,KOSDAQ,1w,up,2,900250,크리스탈신소재,2026-08-31,3000.0,3030.0,1.0000000000000009,-2.0000000000000018,3.0000000000000027,10000000000.0,3000000.0
2026-09-07,KOSDAQ,1w,up,3,054620,APS,2026-08-31,5000.0,4750.0,-5.000000000000004,-2.0000000000000018,-3.0000000000000027,200000000000.0,200000000.0
2026-09-07,KOSDAQ,1w,down,1,054620,APS,2026-08-31,5000.0,4750.0,-5.000000000000004,-2.0000000000000018,-3.0000000000000027,200000000000.0,200000000.0
2026-09-07,KOSDAQ,1w,down,2,900250,크리스탈신소재,2026-08-31,3000.0,3030.0,1.0000000000000009,-2.0000000000000018,3.0000000000000027,10000000000.0,3000000.0
2026-09-07,KOSDAQ,1w,down,3,060310,3S,2026-08-31,2000.0,2200.0,10.000000000000009,-2.0000000000000018,12.00000000000001,100000000000.0,200000000.0
